2024-05-04 17:42:26,561: asyncio: INFO: [MLTrader] Executing the initialize lifecycle method
2024-05-04 17:42:27,046: root: INFO: Current backtesting datetime 2021-01-29 08:30:00-05:00
2024-05-04 17:42:27,047: asyncio: INFO: [MLTrader] Executing the before_market_opens lifecycle method
2024-05-04 17:42:27,047: root: INFO: Current backtesting datetime 2021-01-29 09:30:00-05:00
2024-05-04 17:42:27,047: asyncio: INFO: [MLTrader] Executing the before_starting_trading lifecycle method
2024-05-04 17:42:27,047: asyncio: INFO: [MLTrader] Executing the on_trading_iteration lifecycle method at 2024-05-04 17:42:27
2024-05-04 17:42:27,048: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-04 17:42:27,601: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-04 17:42:28,798: asyncio: INFO: [MLTrader] Trading iteration ended at 2024-05-04 17:42:28
2024-05-04 17:42:28,799: asyncio: INFO: [MLTrader] Sleeping for 3600 seconds
2024-05-04 17:42:28,799: root: INFO: Current backtesting datetime 2021-01-29 10:30:00-05:00
2024-05-04 17:42:28,799: asyncio: INFO: [MLTrader] Executing the on_trading_iteration lifecycle method at 2024-05-04 17:42:28
2024-05-04 17:42:28,800: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-04 17:42:28,800: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-04 17:42:29,310: asyncio: INFO: [MLTrader] Trading iteration ended at 2024-05-04 17:42:29
2024-05-04 17:42:29,311: asyncio: INFO: [MLTrader] Sleeping for 3600 seconds
2024-05-04 17:42:29,312: root: INFO: Current backtesting datetime 2021-01-29 11:30:00-05:00
2024-05-04 17:42:29,312: asyncio: INFO: [MLTrader] Executing the on_trading_iteration lifecycle method at 2024-05-04 17:42:29
2024-05-04 17:42:29,312: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-04 17:42:29,312: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-05-04 17:42:29,778: asyncio: INFO: [MLTrader] Trading iteration ended at 2024-05-04 17:42:29
2024-05-04 17:42:29,779: asyncio: INFO: [MLTrader] Sleeping for 3600 seconds
2024-05-04 17:42:29,779: root: INFO: Current backtesting datetime 2021-01-29 12:30:00-05:00
2024-05-04 17:42:29,780: asyncio: INFO: [MLTrader] Executing the on_trading_iteration lifecycle method at 2024-05-04 17:42:29
2024-05-04 17:42:29,780: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
